adult,also_known_as,biography,birthday,deathday,gender,homepage,id,imdb_id,known_for_department,name,place_of_birth,popularity,profile_path
False,"['Джонатан Прайс', '조너선 프라이스']","Jonathan Pryce, CBE (born 1 June 1947) is a Welsh stage and film actor and singer.

After studying at the Royal Academy of Dramatic Art and meeting his long time partner, English actress Kate Fahy, in 1974, he began his career as a stage actor in the 1970s. His work in theatre, including an award-winning performance in the title role of the Royal Court Theatre's ""Hamlet"", led to several supporting roles in film and television. He made his breakthrough screen performance in Terry Gilliam's 1985 cult film ""Brazil"". Critically lauded for his versatility, Pryce has participated in big-budget films such as ""Evita"", ""Tomorrow Never Dies"", ""Pirates of the Caribbean"" and ""The New World"", as well as independent projects such as ""Glengarry Glen Ross"" and ""Carrington"". His career in theatre has also been prolific, and he has won two Tony Awards—the first in 1977 for his Broadway debut in ""Comedians"", the second for his 1991 role as ""The Engineer"" in the musical ""Miss Saigon"".",1947-06-01,,2,,378,nm0000596,Acting,Jonathan Pryce,"Carmel, Flintshire, Wales, UK",20.91,/zwSv5uXzPTtmitFe39UdqnVwmdL.jpg
False,[],"Beverly D'Angelo (born November 15, 1951) is an American actress and singer.

Description above from the Wikipedia article Beverly D'Angelo, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1951-11-15,,1,,821,nm0000350,Acting,Beverly D'Angelo,"Columbus, Ohio, USA",32.181,/8fYQIA8dAaA4GOTxOFSKIvTqzi.jpg
False,"['Скарлетт Йоганссон', 'Скарлетт Йоханссон', '스칼릿 조핸슨', 'سكارليت جوهانسون', '史嘉蕾·喬韓森', 'สการ์เลตต์ โจแฮนส์สัน', 'スカーレット・ヨハンソン', '斯嘉丽·约翰逊', '스칼렛 요한슨', 'Σκάρλετ Τζοχάνσον', 'اسکارلت جوهانسون']","Scarlett Ingrid Johansson (born November 22, 1984) is an American actress. The world's highest-paid actress in 2018 and 2019, she has featured multiple times on the Forbes Celebrity 100 list. Her films have grossed over $14.3 billion worldwide, making Johansson the ninth-highest-grossing box office star of all time. She has received various accolades, including a Tony Award and a British Academy Film Award, in addition to nominations for two Academy Awards and five Golden Globe Awards.

Johansson aspired to be an actress from an early age and first appeared on stage in an Off-Broadway play as a child actor. She made her film debut in the fantasy comedy North (1994), and gained early recognition for her roles in Manny & Lo (1996), The Horse Whisperer (1998), and Ghost World (2001). Johansson shifted to adult roles in 2003 with her performances in Lost in Translation, which won her a BAFTA Award for Best Actress, and Girl with a Pearl Earring. She was nominated for Golden Globe Awards for these films, and for playing a troubled teenager in the drama A Love Song for Bobby Long (2004) and a seductress in psychological thriller Match Point (2005). The latter was her first collaboration with Woody Allen, who later directed her in Scoop (2006) and Vicky Cristina Barcelona (2008).

Johansson's other works of this period include The Prestige (2006) and the albums Anywhere I Lay My Head (2008) and Break Up (2009), both of which charted on the Billboard 200. In 2010, Johansson debuted on Broadway in a revival of A View from the Bridge, which won her a Tony Award for Best Featured Actress, and began portraying Black Widow in the Marvel Cinematic Universe film Iron Man 2. She reprised the role in eight films, most recently in her solo feature Black Widow (2021), gaining global recognition for her performances. During this period, Johansson starred in the science fiction films Her (2013), Under the Skin (2013) and Lucy (2014).

She received two simultaneous Academy Award nominations—Best Actress and Best Supporting Actress—for the respective roles of an actress going through a divorce in the drama Marriage Story (2019) and a single mother in Nazi Germany in the satire Jojo Rabbit (2019). Labeled a sex symbol, Johansson has been referred to as one of the world's most attractive women by various media outlets. She is a prominent brand endorser and supports several charitable causes. Divorced from actor Ryan Reynolds and businessman Romain Dauriac, Johansson has been married to comedian Colin Jost since 2020. She has two children, one with Dauriac and another with Jost.",1984-11-22,,1,,1245,nm0424060,Acting,Scarlett Johansson,"New York City, New York, USA",64.593,/6bBCPmc55gzP7TR9Th4WbykrYd0.jpg
False,['Jack Arthur Davenport'],"Jack Davenport is a British film and television actor, best known for his roles in television series' such as ""This Life"" and ""Coupling"", as well as the ""Pirates of the Caribbean"" franchise of feature films.",1973-03-01,,2,,1709,nm0202603,Acting,Jack Davenport,"Suffolk, England, UK",24.321,/shGH0YWJBfiJznidS0f2ZfN056c.jpg
False,"['Lee Arenburg', 'Lee Ahrenberg']",,1962-07-18,,2,,1710,nm0034305,Acting,Lee Arenberg,"Palo Alto, California, USA",7.946,/sjv8tdXzLwC8lZi6Ou6i6z5RbrW.jpg
False,['Paul Mackenzie Crook '],"Paul Mackenzie Crook (born 29 September 1971) is a British actor and comedian. He shot to fame playing Gareth Keenan in the BBC sitcom The Office and went on to play Ragetti in the Pirates of the Caribbean films. More recently, he has written, directed and starred in the BBC4 sitcom Detectorists and the BBC1 revival of childrens' favourite, Worzel Gummidge.",1971-09-29,,2,,1711,nm0188871,Acting,Mackenzie Crook,Maidstone - Kent - England - UK,13.763,/r17GbBnCjJjwUaRM3KY2e8GBjbG.jpg
False,[],Damian O'Hare  is an Irish actor.,1977-08-13,,2,,1712,nm1400933,Acting,Damian O'Hare,"Belfast, Northern Ireland, UK",3.582,/bO6TMDYluACYKy7zWEloym1SUa5.jpg
False,[],,,,2,,1713,nm1099016,Acting,Giles New,,3.793,/e0Ap9fkLAFcxLVHpK8KH2TQV3wI.jpg
False,['Angus Barnet'],"An English actor known for his repeated roles in the Pirates of the Caribbean film series and the British ITV series Dead Man Weds (2005). He was born and brought up in Ruddington, Nottinghamshire and attended West Bridgford Comprehensive School. He trained as an actor at Bristol Old Vic Theatre School.",1963-01-01,,2,,1714,nm0055845,Acting,Angus Barnett,"Ruddington, Nottinghamshire, England, UK",1.804,/jq30ZKBPyiQT128nV5PdjgVXtzH.jpg
False,[],"David Bailie (4 December 1937 – 5 March 2021) was a South African actor, known for his performances on stage, television and film. In the 1960s and 1970s he worked for both the National Theatre and the Royal Shakespeare Company, where he was an associate artist.",1937-12-04,2021-03-06,2,,1715,nm0047549,Acting,David Bailie,"Springs, South Africa",4.924,/k2UbrUPJMTZOHIw8Z9V3hutQRAe.jpg
False,"['Michael Joseph John Berry Jr', '마이클 베리 주니어']","Michael Joseph John Berry Jr. is a British actor known for portraying the Irish sailor Twigg in Pirates of the Caribbean: The Curse of the Black Pearl.

Berry Jr. is known for portraying supporting characters in well known films such as the man who kidnapped Julia Meade in Mission: Impossible III, the Romulan Tactical Officer in Star Trek, Bernard the Bull in Where the Wild Things Are, William in 13, the Russian mobster Vladi in The Hangover Part II and Silverlake Passerby in Ruby Sparks.

Berry Jr. is also a writer for numerous television shows and plays such as Spiderman and the Rope.",1964-12-27,,2,,1716,nm1400913,Acting,Michael Berry Jr.,"Oxford, England, UK",1.325,/zBztnwkcw1EVxUfsvK8ieeqUXRV.jpg
False,"['Isaac Singleton Jr.', 'Isaac Charles Singleton Jr.']","Isaac Charles Singleton Jr., usually credited as Isaac C. Singleton Jr., is an American actor who has performed in film, television, and video games. To film audiences, Singleton is perhaps best known for playing the irate air marshal in the 2003 comedy Anger Management, the pirate Bo'sun in the 2003 fantasy film Pirates of the Caribbean: The Curse of the Black Pearl, and Boothe in the 2016 superhero film Deadpool. Though Singleton has also appeared in live-action roles on television, the majority of his television credits are for voice performances in animated series. Singleton is notable for providing the voice of Thanos in two Marvel series: Avengers Assemble and Guardians of the Galaxy, as well as in multiple video games, including Disney Infinity 3.0, Lego Marvel's Avengers, and Fortnite.",1967-08-13,,2,,1717,nm0802280,Acting,Isaac C. Singleton Jr.,"Melbourne, Florida, USA",3.816,/AsVdOAbT1Ewqy6fbWZTvfKWkt4r.jpg
False,"['Билл Найи', '빌 나이', 'William Francis Nighy', 'Μπιλ Νάι']","William Francis Nighy (born 12 December 1949) is an English actor. Known for his work on screen and stage, he has received numerous awards, including two BAFTA Awards, a Golden Globe Award and nominations for an Academy Award and a Tony Award.

Nighy started his career with the Everyman Theatre, Liverpool and made his London debut with the Royal National Theatre starting with The Illuminatus! in 1977. There he gained acclaim for his roles in David Hare's Pravda in 1985, Harold Pinter's Betrayal in 1991, Tom Stoppard's Arcadia in 1993, and Anton Chekov's The Seagull in 1994. He received a Laurence Olivier Award for Best Actor nomination for his performance in Blue/Orange in 2001. He made his Broadway debut in Hare's The Vertical Hour in 2006, and returned in the 2015 revival of Hare's Skylight earning a Tony Award for Best Actor in a Play nomination.

Early film roles include in the comedies Still Crazy (1998), and Blow Dry (1999) before his breakout role in Love Actually (2003) which earned him a BAFTA Award for Best Supporting Actor. He soon gained recognition portraying Davy Jones in the Pirates of the Caribbean film series (2006-2007), and Viktor in the Underworld film series (2003-2009). Other films include Shaun of the Dead (2004), The Hitchhiker's Guide to the Galaxy (2005), The Constant Gardener (2005), Notes on a Scandal (2006), Hot Fuzz (2007), Valkyrie (2008), Harry Potter and the Deathly Hallows – Part 1 (2010), The Best Exotic Marigold Hotel (2012), About Time (2013), Emma (2020), and Living (2022), the last of these earning him his first career Academy Award nomination.

Nighy has gained acclaim for his roles in television earning a British Academy Television Award for Best Actor for his performance in BBC One series State of Play (2003), and a Golden Globe Award for Best Actor for the BBC film Gideon's Daughter (2007). He's also known for his roles in HBO's The Girl in the Café (2006) and PBS's Page Eight (2012).",1949-12-12,,2,,2440,nm0631490,Acting,Bill Nighy,"Caterham, Surrey, England, UK",37.339,/acbigDOU1L1vMWAL3Wf0r8h8qLA.jpg
False,"['Том Холландер', '톰 홀랜더']","Thomas Anthony Hollander (born 25 August 1967) is an English actor. He began his career in theatre, winning the Ian Charleson Award in 1992 for his performance as Witwoud in The Way of the World at the Lyric Hammersmith Theatre. He is known for his role in About Time, and in films such as Pirates of the Caribbean, In the Loop and Bohemian Rhapsody and drama films such as Enigma, Pride & Prejudice, Gosford Park, and Hanna, additionally portraying George V in The Lost Prince and The King's Man. He co-wrote and played the lead role in the sitcom Rev., which won the British Academy Television Award for best sitcom in 2011. He also played the lead in the ITV's Doctor Thorne and won the BAFTA Television Award for Best Supporting Actor for his role as Major Lance ""Corky"" Corkoran in the BBC series The Night Manager.

Description above from the Wikipedia article Tom Hollander, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1967-08-25,,2,,2441,nm0390903,Acting,Tom Hollander,"Oxford, Oxfordshire, England, UK",19.137,/cqZiJsImFZ6TaeShRRg49AZ9TyT.jpg
False,"['Larry Fishburne', 'لورنس فيشبورن', '로런스 피시번', 'ローレンス・フィッシュバーン', 'Лоренс Фишберн', '勞倫斯·費許朋', 'Laurence John Fishburne', 'Λώρενς Τζον Φίσμπερν', 'Λώρενς Φίσμπερν', '    劳伦斯·菲什伯恩', 'ローレンス・ジョン・フィッシュバーン']","Laurence John Fishburne III (born July 30, 1961) is an American actor and producer. He has been critically hailed for his forceful, militant, and authoritative characters in his films. He is known for playing Morpheus in the first three films of The Matrix series (1999–2003), Jason ""Furious"" Styles in the John Singleton drama film Boyz n the Hood (1991), Tyrone ""Mr. Clean"" Miller in Francis Ford Coppola's war film Apocalypse Now (1979), and ""The Bowery King"" in the John Wick film series (2017–present).

For his portrayal of Ike Turner in What's Love Got to Do With It (1993), Fishburne was nominated for an Academy Award for Best Actor. He won a Tony Award for Best Featured Actor in a Play for his performance in Two Trains Running (1992), and an Emmy Award for Outstanding Guest Actor in a Drama Series for his performance in TriBeCa (1993). Fishburne became the first African American to portray Othello in a motion picture by a major studio when he appeared in Oliver Parker's 1995 film adaptation of the Shakespeare play.

Other film credits of Fishburne include The Color Purple (1985), School Daze (1988), King of New York (1990), Deep Cover (1992), Searching for Bobby Fischer (1993), Event Horizon (1997), Mystic River (2003), Akeelah and the Bee (2006), Contagion (2011), Man of Steel (2013), Batman v Superman: Dawn of Justice (2016), and Ant-Man and the Wasp (2018). On television, he starred as Dr. Raymond Langston on the CBS crime drama CSI: Crime Scene Investigation (2008–2011), as Special Agent Jack Crawford in the NBC thriller series Hannibal (2013–2015), and as Earl ""Pops"" Johnson in the ABC sitcom Black-ish (2014–present).",1961-07-30,,2,http://www.laurence-fishburne.com,2975,nm0000401,Acting,Laurence Fishburne,"Augusta, Georgia, USA",35.624,/aBRISux1AGCqkFNTKHYfLcJunWA.jpg
False,"['Marlon Brando Jr.', 'Bud', 'Марлон Брандо', 'マーロン・ブランド', '말론 브란도', 'มาร์ลอน แบรนโด', 'مارلون براندو', '马龙·白兰度', 'მარლონ ბრანდო']","Marlon Brando Jr. (April 3, 1924 – July 1, 2004) was an American actor. Considered one of the most influential actors of the 20th century, he received numerous accolades throughout his career which spanned six decades, including two Academy Awards, two Golden Globe Awards, and three British Academy Film Awards. Brando was also an activist for many causes, notably the civil rights movement and various Native American movements. Having studied with Stella Adler in the 1940s, he is credited with being one of the first actors to bring the Stanislavski system of acting and method acting, derived from the Stanislavski system, to mainstream audiences.

He initially gained acclaim and his first Academy Award nomination for Best Actor in a Leading Role for reprising the role of Stanley Kowalski in the 1951 film adaptation of Tennessee Williams' play A Streetcar Named Desire, a role that he originated successfully on Broadway. He received further praise, and a first Academy Award and Golden Globe Award, for his performance as Terry Malloy in On the Waterfront, and his portrayal of the rebellious motorcycle gang leader Johnny Strabler in The Wild One proved to be a lasting image in popular culture. Brando received Academy Award nominations for playing Emiliano Zapata in Viva Zapata! (1952); Mark Antony in Joseph L. Mankiewicz's 1953 film adaptation of Shakespeare's Julius Caesar; and Air Force Major Lloyd Gruver in Sayonara (1957), an adaptation of James A. Michener's 1954 novel.

The 1960s saw Brando's career take a commercial and critical downturn. He directed and starred in the cult western One-Eyed Jacks, a critical and commercial flop, after which he delivered a series of notable box-office failures, beginning with Mutiny on the Bounty (1962). After ten years of underachieving, he agreed to do a screen test as Vito Corleone in Francis Ford Coppola's The Godfather (1972). He got the part and subsequently won his second Academy Award and Golden Globe Award in a performance critics consider among his greatest. He declined the Academy Award due to alleged mistreatment and misportrayal of Native Americans by Hollywood. The Godfather was one of the most commercially successful films of all time, and alongside his Oscar-nominated performance in Last Tango in Paris (1972), Brando reestablished himself in the ranks of top box-office stars.

After a hiatus in the early 1970s, Brando was generally content with being a highly paid character actor in supporting roles, such as Jor-El in Superman (1978), as Colonel Kurtz in Apocalypse Now (1979), and Adam Steiffel in The Formula (1980), before taking a nine-year break from film. According to the Guinness Book of World Records, Brando was paid a record $3.7 million ($16 million in inflation-adjusted dollars) and 11.75% of the gross profits for 13 days' work on Superman.

Brando was ranked by the American Film Institute as the fourth-greatest movie star among male movie stars whose screen debuts occurred in or before 1950. He was one of only six actors named in 1999 by Time magazine in its list of the 100 Most Important People of the Century. In this list, Time also designated Brando as the ""Actor of the Century"".",1924-04-03,2004-07-01,2,http://www.marlonbrando.com/,3084,nm0000008,Acting,Marlon Brando,"Omaha, Nebraska, USA",23.429,/5o8whyfLBWXLODEcMP8K45lPTjT.jpg
False,"['Robert Selden Duvall', 'Robert Duval', 'Robert S. Duvall', '로버트 듀발', 'ロバート・デュヴァル']","Robert Selden Duvall (born January 5, 1931) is an American actor and filmmaker. He is the recipient of an Academy Award, four Golden Globe Awards, a BAFTA Award, two Primetime Emmy Awards and a Screen Actors Guild Award.

Duvall began appearing in theater in the late 1950s, moving into television and film roles during the early 1960s, playing Boo Radley in To Kill a Mockingbird (1962) and appearing in Captain Newman, M.D. (1963), as Major Frank Burns in the blockbuster comedy M*A*S*H (1970) and the lead role in THX 1138 (1971), as well as Horton Foote's adaptation of William Faulkner's Tomorrow (1972), which was developed at The Actors Studio and is his personal favorite. This was followed by a series of critically lauded performances in commercially successful films.

He has starred in numerous films and television series, including The Twilight Zone (1963), The Outer Limits (1964), The F.B.I. (1966), Bullitt (1968), True Grit (1969), Joe Kidd (1972), The Godfather (1972), The Godfather Part II (1974), The Conversation (1974), Network (1976), Apocalypse Now (1979), The Great Santini (1979), Tender Mercies (1983) (which earned him the Academy Award for Best Actor), The Natural (1984), Colors (1988), Lonesome Dove (1989), The Handmaid's Tale (1990), Days of Thunder (1990), Rambling Rose (1991), Falling Down (1993), Secondhand Lions (2003), The Judge (2014), and Widows (2018).

​From Wikipedia, the free encyclopedia",1931-01-05,,2,,3087,nm0000380,Acting,Robert Duvall,"San Diego, California, USA",28.425,/ybMmK25h4IVtfE7qrnlVp47RQlh.jpg
False,"['Rachel Hannah Weisz', 'Рейчел Вайс', 'Рейчел Ханна Вайс', '레이첼 와이즈', '레이첼 바이스', 'Ρέιτσελ Βάις', 'ریچل وایس', 'Ρέιτσελ Χάνα Βάις', '蕾切尔·薇姿', 'レイチェル・ワイズ', ' レイチェル・ヴァイス']","Rachel Hannah Weisz (born 7 March 1970 or 1971) is an English actress. She is the recipient of various accolades, including an Academy Award, a Golden Globe Award, a Screen Actors Guild Award, a Laurence Olivier Award, a Critics' Choice Award and a BAFTA Award.

Weisz began acting in British stage and television in the early 1990s, and made her film debut in Death Machine (1994). She won a Critics' Circle Theatre Award for her role in the 1994 revival of Noël Coward's play Design for Living and she went on to appear in the 1999 Donmar Warehouse production of Tennessee Williams' drama Suddenly, Last Summer. Her film breakthrough came with her starring role as Evelyn Carnahan in the Hollywood action films The Mummy (1999) and The Mummy Returns (2001). Weisz went on to star in several films of the 2000s, including Enemy at the Gates (2001), About a Boy (2002), Constantine (2005), The Fountain (2006) and The Lovely Bones (2009).

For her performance as an activist in the 2005 thriller The Constant Gardener, she won the Academy Award for Best Supporting Actress, and for playing Blanche DuBois in a 2009 revival of A Streetcar Named Desire, she won the Laurence Olivier Award for Best Actress. In the 2010s, Weisz continued to star in big-budget films such as the action film The Bourne Legacy (2012) and the fantasy film Oz the Great and Powerful (2013), and garnered critical acclaim for her performances in the independent films The Deep Blue Sea (2011), Denial (2016), and The Favourite (2018). For her portrayal of Sarah Churchill in the latter, she won the BAFTA Award for Best Actress in a Supporting Role and received a second Academy Award nomination. In 2021, Weisz starred as Melina Vostokoff in the Marvel Cinematic Universe film Black Widow.

Weisz was engaged to filmmaker Darren Aronofsky, with whom she has a son, from 2005 to 2010. She married actor Daniel Craig in 2011, with whom she has a daughter, and became a naturalised US citizen the same year.",1970-03-07,,1,,3293,nm0001838,Acting,Rachel Weisz,"Westminster, London, England, UK",48.853,/msTqKPA33ryVtcVNgOdeaJGYq16.jpg
False,"['Raymond Andrew Winstone', 'Raymond Winstone', 'Ray Winston', 'Raymond Andrew ""Ray"" Winstone', 'Рэй Уинстон', 'Рей Уинстон']","An British film and television actor. He is mostly known for his ""tough guy"" roles, beginning with that of Carlin in the 1979 film Scum and as Will Scarlet in the cult television adventure series Robin of Sherwood. He has also become well known as a voice over actor. More recently he has branched out into film production. His film résumé includes Cold Mountain, King Arthur, The Proposition, The Departed, Beowulf, Indiana Jones and the Kingdom of the Crystal Skull and Edge of Darkness. He is known for starring in very profane and violent films such as ""Nil By Mouth"", ""Sexy Beast"" and ""44 Inch Chest"".

Description above from the Wikipedia article Ray Winstone, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1957-02-19,,2,,5538,nm0935653,Acting,Ray Winstone,"Hackney, London, England, UK",17.736,/kDShEv6zPfArgcwXliGWKR65Mmo.jpg
False,"['John Alberto Leguizamo', 'Damien Garcia', 'Johnny Leggs']","John Alberto Leguizamo Peláez (born July 22, 1960) is an American actor, comedian, and film producer. He has appeared in over 100 films, produced over 20 films and documentaries, made over 30 television appearances, and has produced various television projects. He's also written and performed for the Broadway stage receiving three Tony Award nominations for Freak in 1998, Sexaholix in 2002, and Latin History for Morons in 2018. He received a Special Tony Award in 2018.

He rose to fame with a co-starring role in Super Mario Bros. (1993) as Luigi, Benny Blanco in the crime drama Carlito's Way (1993), and later To Wong Foo, Thanks for Everything! Julie Newmar (1995), for which he received a Golden Globe Award for Best Supporting Actor nomination. Other films include Romeo + Juliet (1996), A Brother's Kiss (1997), Summer of Sam (1999), Moulin Rouge! (2001), The Alibi (2006), Righteous Kill (2008), Repo Men (2010), The Counselor (2013), John Wick (2014), and The Menu (2022). He served as the narrator of the sitcom The Brothers García (2000–2004) and voiced Sid the Sloth in the Ice Age franchise (2002–2016), and as Bruno in Encanto (2021).

Leguizamo is also known for his television roles including Freak (1998) for which he received the Primetime Emmy Award for Outstanding Individual Performance in a Variety or Music Program. He received further Primetime Emmy Award nominations for the Paramount miniseries Waco (2018), and Netflix's limited series When They See Us (2019). He's also appeared on ER, The Kill Point, Bloodline, and The Mandalorian.",1964-07-22,,2,http://johnleguizamo.com/,5723,nm0000491,Acting,John Leguizamo," Bogotá, Colombia",31.441,/kEbXDtcPJ46GEhj5QlCTLZS6PWE.jpg
False,"['Siobhan Fallon ', 'Siobhan J. Fallon']","Siobhan J. Fallon Hogan (born May 13, 1961) is an American actress and comedian from Syracuse, New York. She began her career in television roles from the early 1980s to 1990s, including roles on Saturday Night Live and Seinfeld.

In 1994, Fallon made her film debut in 'Only You'. She has since had roles in a number of films including 'Forrest Gump' (1994), 'Men in Black' (1997), 'Dancer in the Dark' (2000), 'Holes' (2003), 'Daddy Day Care' (2003), 'Dogville' (2003), 'Funny Games' (2007), 'We Need to Talk About Kevin' (2011) and 'The House That Jack Built' (2018).",1961-05-13,,1,,6751,nm0266441,Acting,Siobhan Fallon Hogan,"Syracuse, New York, USA",10.491,/7rwlp39q1o3OpY44FcHOcIHLTcK.jpg
False,"['Μάρτιν Σιν', 'Мартін Шин', 'მარტინ შინი', 'Мартин Шин', 'Ramón Antonio Gerardo Estévez']","Ramón Antonio Gerardo Estévez (born August 3, 1940), known professionally as Martin Sheen, is an American actor. He first became known for his roles in the films The Subject Was Roses (1968) and Badlands (1973), and later achieved wide recognition for his leading role as Captain Benjamin Willard in Apocalypse Now (1979), as U.S. President Josiah Bartlet in the television series The West Wing (1999–2006), and as Robert Hanson in the Netflix television series Grace and Frankie (2015–2022).

In film, Sheen has won the Best Actor award at the San Sebastián International Film Festival for his performance as Kit Carruthers in Badlands. Sheen's portrayal of Capt. Willard in Apocalypse Now earned a nomination for the BAFTA Award for Best Actor.

Sheen has worked with a wide variety of film directors, including Richard Attenborough, Francis Ford Coppola, Terrence Malick, David Cronenberg, Mike Nichols, Martin Scorsese, Steven Spielberg, and Oliver Stone. Sheen received a star on the Hollywood Walk of Fame in 1989. In television, Sheen has won a Golden Globe and two Screen Actors Guild awards for playing the role of President Josiah Bartlet in The West Wing, and an Emmy for guest starring in the sitcom Murphy Brown. In 2012, he portrayed Uncle Ben in The Amazing Spider-Man directed by Marc Webb.

Born and raised in the United States by a Spanish father and an Irish mother, he adopted the stage name Martin Sheen to help him gain acting parts. He is the father of four children, all of whom are actors.

Sheen has directed one film, Cadence (1990), in which he appears alongside his sons Charlie and Ramón. He has narrated, produced, and directed documentary television, earning two Daytime Emmy awards in the 1980s, and has been active in liberal politics.

Description above from the Wikipedia article Martin Sheen, licensed under CC-BY-SA, full list of contributors can be found on Wikipedia.",1940-08-03,,2,,8349,nm0000640,Acting,Martin Sheen,"Dayton, Ohio, USA",15.662,/m2Y3Q0uyuW6htrn2W9UWCWMkpZu.jpg
False,[],"Frederic Fenimore Forrest, Jr. (born December 23, 1936) is an American actor.Notable film roles include The Conversation, Valley Girl ,Promise Him Anything (TV), One from the Heart, The Stone Boy, The Missouri Breaks, The Deliberate Stranger (TV), and horror maestro Dario Argento's first American film Trauma. On television, he played Captain Richard Jenko on the first season of the Fox Television series 21 Jump Street, in 1987. Forrest was subsequently replaced by actor Steven Williams, who played Captain Adam Fuller for the remainder of the series.

​From Wikipedia, the free encyclopedia",1936-12-23,,2,,8351,nm0002078,Acting,Frederic Forrest,"Waxahachie, Texas, USA",6.914,/mEHEX8n5D2iA52GgQ9v95IZmokQ.jpg
